time,outdoor_PM2.5_conc_(µg/m3),outdoor_US_AQI,outdoor_category
2021-06-25,34,97,Moderate
2021-06-25,34.5,98,Moderate
2021-06-25,32.5,93,Moderate
2021-06-25,32.5,93,Moderate
2021-06-25,31,90,Moderate
2021-06-25,42.8,118,Unhealthy for Sensitive Groups
2021-06-25,53.9,146,Unhealthy for Sensitive Groups
2021-06-25,42.5,118,Unhealthy for Sensitive Groups
2021-06-25,36.7,103,Unhealthy for Sensitive Groups
2021-06-25,36.3,102,Unhealthy for Sensitive Groups
2021-06-25,28.8,86,Moderate
2021-06-25,28.4,85,Moderate
2021-06-25,27.9,84,Moderate
2021-06-25,26.1,80,Moderate
2021-06-25,26.2,80,Moderate
2021-06-25,26.5,81,Moderate
2021-06-25,27.1,82,Moderate
2021-06-25,27.2,82,Moderate
2021-06-25,26.1,80,Moderate
2021-06-25,28.8,86,Moderate
2021-06-26,26.9,82,Moderate
2021-06-26,27.1,82,Moderate
2021-06-26,28.3,85,Moderate
2021-06-26,26.8,81,Moderate
2021-06-26,25.1,78,Moderate
2021-06-26,26.6,81,Moderate
2021-06-26,27.1,82,Moderate
2021-06-26,36.9,104,Unhealthy for Sensitive Groups
2021-06-26,29.7,88,Moderate
2021-06-26,30.2,89,Moderate
2021-06-26,27.8,84,Moderate
2021-06-26,24.7,77,Moderate
2021-06-26,24,76,Moderate
2021-06-26,23.6,75,Moderate
2021-06-26,27.5,83,Moderate
2021-06-26,33.5,96,Moderate
2021-06-26,36.7,103,Unhealthy for Sensitive Groups
2021-06-26,40,112,Unhealthy for Sensitive Groups
2021-06-26,41.8,116,Unhealthy for Sensitive Groups
2021-06-26,52.7,143,Unhealthy for Sensitive Groups
2021-06-26,60.8,153,Unhealthy
2021-06-26,60.2,153,Unhealthy
2021-06-26,61.8,154,Unhealthy
2021-06-26,59.6,153,Unhealthy
2021-06-27,54.5,147,Unhealthy for Sensitive Groups
2021-06-27,56,151,Unhealthy
2021-06-27,57.7,152,Unhealthy
2021-06-27,50.5,137,Unhealthy for Sensitive Groups
2021-06-27,51.1,139,Unhealthy for Sensitive Groups
2021-06-27,55,149,Unhealthy for Sensitive Groups
2021-06-27,57.1,151,Unhealthy
2021-06-27,58.6,152,Unhealthy
2021-06-27,58.9,152,Unhealthy
2021-06-27,43.9,121,Unhealthy for Sensitive Groups
2021-06-27,34.1,97,Moderate
2021-06-27,29.4,87,Moderate
2021-06-27,30.7,90,Moderate
2021-06-27,30.7,90,Moderate
2021-06-27,30.7,90,Moderate
2021-06-27,31.7,92,Moderate
2021-06-27,35.2,99,Moderate
2021-06-27,36.3,102,Unhealthy for Sensitive Groups
2021-06-27,40.9,114,Unhealthy for Sensitive Groups
2021-06-27,47.5,130,Unhealthy for Sensitive Groups
2021-06-27,69.8,158,Unhealthy
2021-06-27,73.2,160,Unhealthy
2021-06-27,83.2,165,Unhealthy
2021-06-27,86.5,167,Unhealthy
2021-06-28,81,164,Unhealthy
2021-06-28,82.8,165,Unhealthy
2021-06-28,78.6,162,Unhealthy
2021-06-28,77.1,162,Unhealthy
2021-06-28,80.3,163,Unhealthy
2021-06-28,85.6,166,Unhealthy
2021-06-28,80.7,164,Unhealthy
2021-06-28,69,157,Unhealthy
2021-06-28,59.8,153,Unhealthy
2021-06-28,50.3,137,Unhealthy for Sensitive Groups
2021-06-28,47.1,129,Unhealthy for Sensitive Groups
2021-06-28,38.2,107,Unhealthy for Sensitive Groups
2021-06-28,31.5,91,Moderate
2021-06-28,33,94,Moderate
2021-06-28,40.7,113,Unhealthy for Sensitive Groups
2021-06-28,51,139,Unhealthy for Sensitive Groups
2021-06-28,54.9,148,Unhealthy for Sensitive Groups
2021-06-28,62.6,154,Unhealthy
2021-06-28,65.5,156,Unhealthy
2021-06-28,70.7,158,Unhealthy
2021-06-28,75.6,161,Unhealthy
2021-06-28,75.7,161,Unhealthy
2021-06-28,73.4,160,Unhealthy
2021-06-28,66.8,156,Unhealthy
2021-06-29,65.6,156,Unhealthy
2021-06-29,66.9,156,Unhealthy
2021-06-29,66.7,156,Unhealthy
2021-06-29,69,157,Unhealthy
2021-06-29,72.6,159,Unhealthy
2021-06-29,86.2,166,Unhealthy
2021-06-29,79.9,163,Unhealthy
2021-06-29,72.2,159,Unhealthy
2021-06-29,63.6,155,Unhealthy
2021-06-29,51.4,140,Unhealthy for Sensitive Groups
2021-06-29,66.2,156,Unhealthy
2021-06-29,58.7,152,Unhealthy
2021-06-29,63.8,155,Unhealthy
2021-06-29,72.3,159,Unhealthy
2021-06-29,88.2,167,Unhealthy
2021-06-29,93.3,170,Unhealthy
2021-06-29,100.5,174,Unhealthy
2021-06-29,97.8,172,Unhealthy
2021-06-29,98,172,Unhealthy
2021-06-29,111,179,Unhealthy
2021-06-29,106.1,177,Unhealthy
2021-06-29,107.9,178,Unhealthy
2021-06-29,110.8,179,Unhealthy
2021-06-29,95.2,171,Unhealthy
2021-06-30,63.7,155,Unhealthy
2021-06-30,101.6,174,Unhealthy
2021-06-30,52.7,143,Unhealthy for Sensitive Groups
2021-06-30,65,155,Unhealthy
2021-06-30,60.3,153,Unhealthy
2021-06-30,43.3,120,Unhealthy for Sensitive Groups
2021-06-30,38.7,108,Unhealthy for Sensitive Groups
2021-06-30,32.7,94,Moderate
2021-06-30,28.7,85,Moderate
2021-06-30,30.9,90,Moderate
2021-06-30,31.7,92,Moderate
2021-06-30,30.4,89,Moderate
2021-06-30,26.9,82,Moderate
2021-06-30,25.6,79,Moderate
2021-06-30,32.9,94,Moderate
2021-06-30,46.2,127,Unhealthy for Sensitive Groups
2021-06-30,54.4,147,Unhealthy for Sensitive Groups
2021-06-30,39.7,111,Unhealthy for Sensitive Groups
2021-06-30,39.3,110,Unhealthy for Sensitive Groups
2021-06-30,42.4,117,Unhealthy for Sensitive Groups
2021-06-30,39,109,Unhealthy for Sensitive Groups
2021-06-30,37.1,104,Unhealthy for Sensitive Groups
2021-06-30,43.7,121,Unhealthy for Sensitive Groups
2021-06-30,47.1,129,Unhealthy for Sensitive Groups
2021-06-31,60.6,153,Unhealthy
2021-06-31,65,155,Unhealthy
2021-06-31,71.2,159,Unhealthy
2021-06-31,77.5,162,Unhealthy
2021-06-31,80.2,163,Unhealthy
2021-06-31,64.5,155,Unhealthy
2021-06-31,55.1,149,Unhealthy for Sensitive Groups
2021-06-31,59.1,152,Unhealthy
2021-06-31,58.9,152,Unhealthy
2021-06-31,60.7,153,Unhealthy
2021-06-31,61.6,154,Unhealthy
2021-06-31,62,154,Unhealthy
2021-06-31,60.8,153,Unhealthy
2021-06-31,63.3,155,Unhealthy
2021-06-31,64.1,155,Unhealthy
2021-06-31,68.9,157,Unhealthy
2021-06-31,70,158,Unhealthy
2021-06-31,68.3,157,Unhealthy
2021-06-31,61.8,154,Unhealthy
2021-06-31,55.9,151,Unhealthy
2021-06-31,57.1,151,Unhealthy
2021-06-31,54.7,148,Unhealthy for Sensitive Groups
2021-06-31,52,141,Unhealthy for Sensitive Groups
2021-06-31,53,144,Unhealthy for Sensitive Groups
2021-07-01,51,139,Unhealthy for Sensitive Groups
2021-07-01,57.2,151,Unhealthy
2021-07-01,60.9,153,Unhealthy
2021-07-01,62.8,154,Unhealthy
2021-07-01,63.9,155,Unhealthy
2021-07-01,76.5,161,Unhealthy
2021-07-01,90.3,168,Unhealthy
2021-07-01,86.4,166,Unhealthy
2021-07-01,75.6,161,Unhealthy
2021-07-01,60.7,153,Unhealthy
2021-07-01,40.2,112,Unhealthy for Sensitive Groups
2021-07-01,34,97,Moderate
2021-07-01,23.8,75,Moderate
2021-07-01,44.1,122,Unhealthy for Sensitive Groups
2021-07-01,59,152,Unhealthy
2021-07-01,64.8,155,Unhealthy
2021-07-01,63.1,154,Unhealthy
2021-07-01,51.4,140,Unhealthy for Sensitive Groups
2021-07-01,45.2,124,Unhealthy for Sensitive Groups
2021-07-01,51.1,139,Unhealthy for Sensitive Groups
2021-07-01,51.8,141,Unhealthy for Sensitive Groups
2021-07-01,52.9,143,Unhealthy for Sensitive Groups
2021-07-01,58.4,152,Unhealthy
2021-07-01,62.6,154,Unhealthy
2021-07-02,64.6,155,Unhealthy
2021-07-02,66.1,156,Unhealthy
2021-07-02,63.3,155,Unhealthy
2021-07-02,55.2,149,Unhealthy for Sensitive Groups
2021-07-02,51.1,139,Unhealthy for Sensitive Groups
2021-07-02,51.9,141,Unhealthy for Sensitive Groups
2021-07-02,51.1,139,Unhealthy for Sensitive Groups
2021-07-02,46.3,127,Unhealthy for Sensitive Groups
2021-07-02,40.2,112,Unhealthy for Sensitive Groups
2021-07-02,33.5,96,Moderate
2021-07-02,34.7,98,Moderate
2021-07-02,28,84,Moderate
2021-07-02,26,80,Moderate
2021-07-02,29.8,88,Moderate
2021-07-02,28,84,Moderate
2021-07-02,32.2,93,Moderate
2021-07-02,34.5,98,Moderate
2021-07-02,39.9,111,Unhealthy for Sensitive Groups
2021-07-02,46.6,128,Unhealthy for Sensitive Groups
2021-07-02,51.6,140,Unhealthy for Sensitive Groups
2021-07-02,52.8,143,Unhealthy for Sensitive Groups
2021-07-02,55.9,151,Unhealthy
2021-07-02,66.4,156,Unhealthy
2021-07-02,67.3,157,Unhealthy
2021-07-03,69.1,158,Unhealthy
2021-07-03,71.1,159,Unhealthy
2021-07-03,68.8,157,Unhealthy
2021-07-03,74,160,Unhealthy
2021-07-03,66.5,156,Unhealthy
2021-07-03,65.7,156,Unhealthy
2021-07-03,63.7,155,Unhealthy
2021-07-03,68.5,157,Unhealthy
2021-07-03,61.8,154,Unhealthy
2021-07-03,44.4,122,Unhealthy for Sensitive Groups
2021-07-03,27.9,84,Moderate
2021-07-03,21.2,70,Moderate
2021-07-03,36.7,103,Unhealthy for Sensitive Groups
2021-07-03,42.3,117,Unhealthy for Sensitive Groups
2021-07-03,51.3,139,Unhealthy for Sensitive Groups
2021-07-03,53.2,144,Unhealthy for Sensitive Groups
2021-07-03,53.9,146,Unhealthy for Sensitive Groups
2021-07-03,57,151,Unhealthy
2021-07-03,63.9,155,Unhealthy
2021-07-03,56.5,151,Unhealthy
2021-07-03,56.3,151,Unhealthy
2021-07-03,60,153,Unhealthy
2021-07-03,66.5,156,Unhealthy
2021-07-03,72.5,159,Unhealthy
2021-07-04,72.8,159,Unhealthy
2021-07-04,65,155,Unhealthy
2021-07-04,67.1,156,Unhealthy
2021-07-04,65.1,155,Unhealthy
2021-07-04,64.2,155,Unhealthy
2021-07-04,67,156,Unhealthy
2021-07-04,68.6,157,Unhealthy
2021-07-04,71,159,Unhealthy
2021-07-04,70.6,158,Unhealthy
2021-07-04,73.5,160,Unhealthy
2021-07-04,62.1,154,Unhealthy
2021-07-04,66.3,156,Unhealthy
2021-07-04,69,157,Unhealthy
2021-07-04,63.6,155,Unhealthy
2021-07-04,61.6,154,Unhealthy
2021-07-04,54.6,148,Unhealthy for Sensitive Groups
2021-07-04,63.1,154,Unhealthy
2021-07-04,76.8,161,Unhealthy
2021-07-04,86.2,166,Unhealthy
2021-07-04,88.3,167,Unhealthy
2021-07-04,90.7,169,Unhealthy
2021-07-04,102.5,175,Unhealthy
2021-07-04,107.4,177,Unhealthy
2021-07-04,113.6,180,Unhealthy
2021-07-05,113.9,181,Unhealthy
2021-07-05,118.8,183,Unhealthy
2021-07-05,122.8,185,Unhealthy
2021-07-05,123.2,185,Unhealthy
2021-07-05,128.7,188,Unhealthy
2021-07-05,119.6,184,Unhealthy
2021-07-05,114.4,181,Unhealthy
2021-07-05,107.6,177,Unhealthy
2021-07-05,104.5,176,Unhealthy
2021-07-05,90.7,169,Unhealthy
2021-07-05,72.2,159,Unhealthy
2021-07-05,71.3,159,Unhealthy
2021-07-05,74.8,160,Unhealthy
2021-07-05,76.7,161,Unhealthy
2021-07-05,74.6,160,Unhealthy
2021-07-05,64.8,155,Unhealthy
2021-07-05,64.7,155,Unhealthy
2021-07-05,67.1,156,Unhealthy
2021-07-05,74,160,Unhealthy
2021-07-05,75.5,161,Unhealthy
2021-07-05,76,161,Unhealthy
2021-07-05,76,161,Unhealthy
2021-07-05,78.4,162,Unhealthy
2021-07-05,84.2,165,Unhealthy
2021-07-06,87.2,167,Unhealthy
2021-07-06,90.2,168,Unhealthy
2021-07-06,91,169,Unhealthy
2021-07-06,94.2,170,Unhealthy
2021-07-06,92.9,170,Unhealthy
2021-07-06,93.8,170,Unhealthy
2021-07-06,94.6,171,Unhealthy
2021-07-06,97.1,172,Unhealthy
2021-07-06,97.1,172,Unhealthy
2021-07-06,90.8,169,Unhealthy
2021-07-06,85.4,166,Unhealthy
2021-07-06,76.8,161,Unhealthy
2021-07-06,71.1,159,Unhealthy
2021-07-06,77.1,162,Unhealthy
2021-07-06,84.9,166,Unhealthy
2021-07-06,83.3,165,Unhealthy
2021-07-06,81.2,164,Unhealthy
2021-07-06,72.5,159,Unhealthy
2021-07-06,72.5,159,Unhealthy
2021-07-06,71.7,159,Unhealthy
2021-07-06,72.2,159,Unhealthy
2021-07-06,74.4,160,Unhealthy
2021-07-06,74.7,160,Unhealthy
2021-07-06,80.3,163,Unhealthy
2021-07-07,85.5,166,Unhealthy
2021-07-07,85,166,Unhealthy
2021-07-07,,,No Data
2021-07-07,,,No Data
2021-07-07,,,No Data
2021-07-07,,,No Data
2021-07-07,,,No Data
2021-07-07,,,No Data
2021-07-07,,,No Data
2021-07-07,,,No Data
2021-07-07,,,No Data
2021-07-07,,,No Data
2021-07-07,,,No Data
2021-07-07,,,No Data
2021-07-07,,,No Data
2021-07-07,,,No Data
2021-07-07,,,No Data
2021-07-07,,,No Data
2021-07-07,,,No Data
2021-07-07,,,No Data
2021-07-07,,,No Data
2021-07-07,,,No Data
2021-07-07,,,No Data
2021-07-07,,,No Data
2021-07-08,,,No Data
2021-07-08,,,No Data
2021-07-08,,,No Data
2021-07-08,,,No Data
2021-07-08,,,No Data
2021-07-08,,,No Data
2021-07-08,,,No Data
2021-07-08,,,No Data
2021-07-08,,,No Data
2021-07-08,,,No Data
2021-07-08,,,No Data
2021-07-08,,,No Data
2021-07-08,,,No Data
2021-07-08,,,No Data
2021-07-08,,,No Data
2021-07-08,,,No Data
2021-07-08,,,No Data
2021-07-08,,,No Data
2021-07-08,,,No Data
2021-07-08,,,No Data
2021-07-08,,,No Data
2021-07-08,,,No Data
2021-07-08,,,No Data
2021-07-08,,,No Data
2021-07-09,,,No Data
2021-07-09,,,No Data
2021-07-09,,,No Data
2021-07-09,,,No Data
2021-07-09,,,No Data
2021-07-09,,,No Data
2021-07-09,,,No Data
2021-07-09,,,No Data
2021-07-09,,,No Data
2021-07-09,,,No Data
2021-07-09,,,No Data
2021-07-09,,,No Data
2021-07-09,,,No Data
2021-07-09,,,No Data
2021-07-09,,,No Data
2021-07-09,,,No Data
2021-07-09,,,No Data
2021-07-09,25.6,79,Moderate
2021-07-09,22.9,73,Moderate
2021-07-09,22,71,Moderate
2021-07-09,22.8,73,Moderate
2021-07-09,23.2,74,Moderate
2021-07-09,22.2,72,Moderate
2021-07-09,24.3,76,Moderate
2021-07-10,24.4,76,Moderate
2021-07-10,22.1,72,Moderate
2021-07-10,22.8,73,Moderate
2021-07-10,22.6,73,Moderate
2021-07-10,26.4,81,Moderate
2021-07-10,26.1,80,Moderate
2021-07-10,26.5,81,Moderate
2021-07-10,22.9,73,Moderate
2021-07-10,20.7,69,Moderate
2021-07-10,20.1,67,Moderate
2021-07-10,18.9,65,Moderate
2021-07-10,18.3,64,Moderate
2021-07-10,18,63,Moderate
2021-07-10,18.2,63,Moderate
2021-07-10,18.6,64,Moderate
2021-07-10,18.2,63,Moderate
2021-07-10,21.1,69,Moderate
2021-07-10,21.3,70,Moderate
2021-07-10,22.6,73,Moderate
2021-07-10,27,82,Moderate
2021-07-10,29.2,86,Moderate
2021-07-10,31.8,92,Moderate
2021-07-10,31.3,91,Moderate
2021-07-10,32.3,93,Moderate
2021-07-11,35,99,Moderate
2021-07-11,34.3,97,Moderate
2021-07-11,32.4,93,Moderate
2021-07-11,31.5,91,Moderate
2021-07-11,29.1,86,Moderate
2021-07-11,26.3,80,Moderate
2021-07-11,24.5,77,Moderate
2021-07-11,41.4,115,Unhealthy for Sensitive Groups
2021-07-11,30.8,90,Moderate
2021-07-11,26.2,80,Moderate
2021-07-11,27.5,83,Moderate
2021-07-11,28.8,86,Moderate
2021-07-11,28.3,85,Moderate
2021-07-11,33.2,95,Moderate
2021-07-11,39.5,110,Unhealthy for Sensitive Groups
2021-07-11,52.1,141,Unhealthy for Sensitive Groups
2021-07-11,51.5,140,Unhealthy for Sensitive Groups
2021-07-11,46.7,128,Unhealthy for Sensitive Groups
2021-07-11,50.5,137,Unhealthy for Sensitive Groups
2021-07-11,49.7,135,Unhealthy for Sensitive Groups
2021-07-11,45.7,126,Unhealthy for Sensitive Groups
2021-07-11,45.5,125,Unhealthy for Sensitive Groups
2021-07-11,44.6,123,Unhealthy for Sensitive Groups
2021-07-11,42.2,117,Unhealthy for Sensitive Groups
2021-07-12,42.7,118,Unhealthy for Sensitive Groups
2021-07-12,46.8,128,Unhealthy for Sensitive Groups
2021-07-12,51.6,140,Unhealthy for Sensitive Groups
2021-07-12,57.8,152,Unhealthy
2021-07-12,57.7,152,Unhealthy
2021-07-12,55.1,149,Unhealthy for Sensitive Groups
2021-07-12,50.9,138,Unhealthy for Sensitive Groups
2021-07-12,45.6,125,Unhealthy for Sensitive Groups
2021-07-12,39.5,110,Unhealthy for Sensitive Groups
2021-07-12,35.5,101,Unhealthy for Sensitive Groups
2021-07-12,36,102,Unhealthy for Sensitive Groups
2021-07-12,35.7,101,Unhealthy for Sensitive Groups
2021-07-12,40.7,113,Unhealthy for Sensitive Groups
2021-07-12,48.1,132,Unhealthy for Sensitive Groups
2021-07-12,53.6,145,Unhealthy for Sensitive Groups
2021-07-12,61,153,Unhealthy
2021-07-12,58.9,152,Unhealthy
2021-07-12,53.4,145,Unhealthy for Sensitive Groups
2021-07-12,57,151,Unhealthy
2021-07-12,65.3,156,Unhealthy
2021-07-12,66.1,156,Unhealthy
2021-07-12,68.6,157,Unhealthy
2021-07-12,73.8,160,Unhealthy
2021-07-12,75,161,Unhealthy
2021-07-13,70.9,158,Unhealthy
2021-07-13,87.5,167,Unhealthy
2021-07-13,94.6,171,Unhealthy
2021-07-13,95.5,171,Unhealthy
2021-07-13,105.7,176,Unhealthy
2021-07-13,119.3,183,Unhealthy
2021-07-13,110.6,179,Unhealthy
2021-07-13,88.2,167,Unhealthy
2021-07-13,70.6,158,Unhealthy
2021-07-13,55.4,150,Unhealthy for Sensitive Groups
2021-07-13,49.3,134,Unhealthy for Sensitive Groups
2021-07-13,65.5,156,Unhealthy
2021-07-13,73.6,160,Unhealthy
2021-07-13,78,162,Unhealthy
2021-07-13,94.3,171,Unhealthy
2021-07-13,104.6,176,Unhealthy
2021-07-13,85.3,166,Unhealthy
2021-07-13,73.7,160,Unhealthy
2021-07-13,71.8,159,Unhealthy
2021-07-13,70.2,158,Unhealthy
2021-07-13,65.1,155,Unhealthy
2021-07-13,66.9,156,Unhealthy
2021-07-13,65.9,156,Unhealthy
2021-07-13,67.5,157,Unhealthy
2021-07-14,66.7,156,Unhealthy
2021-07-14,71.9,159,Unhealthy
2021-07-14,73.8,160,Unhealthy
2021-07-14,85.7,166,Unhealthy
2021-07-14,77,162,Unhealthy
2021-07-14,68.4,157,Unhealthy
2021-07-14,66.1,156,Unhealthy
2021-07-14,61.6,154,Unhealthy
2021-07-14,51.3,139,Unhealthy for Sensitive Groups
2021-07-14,50.3,137,Unhealthy for Sensitive Groups
2021-07-14,58.4,152,Unhealthy
2021-07-14,64.8,155,Unhealthy
2021-07-14,67,156,Unhealthy
2021-07-14,64.4,155,Unhealthy
2021-07-14,60.1,153,Unhealthy
2021-07-14,48.2,132,Unhealthy for Sensitive Groups
2021-07-14,46.2,127,Unhealthy for Sensitive Groups
2021-07-14,45.7,126,Unhealthy for Sensitive Groups
2021-07-14,44.8,123,Unhealthy for Sensitive Groups
2021-07-14,44.4,122,Unhealthy for Sensitive Groups
2021-07-14,44.4,122,Unhealthy for Sensitive Groups
2021-07-14,47.6,130,Unhealthy for Sensitive Groups
2021-07-14,47.8,131,Unhealthy for Sensitive Groups
2021-07-14,47.2,129,Unhealthy for Sensitive Groups
2021-07-15,47.8,131,Unhealthy for Sensitive Groups
2021-07-15,49.8,136,Unhealthy for Sensitive Groups
2021-07-15,49.9,136,Unhealthy for Sensitive Groups
2021-07-15,50.7,138,Unhealthy for Sensitive Groups
2021-07-15,51.6,140,Unhealthy for Sensitive Groups
2021-07-15,53.4,145,Unhealthy for Sensitive Groups
2021-07-15,52,141,Unhealthy for Sensitive Groups
2021-07-15,52.9,143,Unhealthy for Sensitive Groups
2021-07-15,51.2,139,Unhealthy for Sensitive Groups
2021-07-15,48.1,132,Unhealthy for Sensitive Groups
2021-07-15,47,129,Unhealthy for Sensitive Groups
2021-07-15,49,134,Unhealthy for Sensitive Groups
2021-07-15,54.8,148,Unhealthy for Sensitive Groups
2021-07-15,63.4,155,Unhealthy
2021-07-15,71.4,159,Unhealthy
2021-07-15,109.1,178,Unhealthy
2021-07-15,93.3,170,Unhealthy
2021-07-15,73.4,160,Unhealthy
2021-07-15,71.8,159,Unhealthy
2021-07-15,60.8,153,Unhealthy
2021-07-15,64.7,155,Unhealthy
2021-07-15,64.1,155,Unhealthy
2021-07-15,47.3,130,Unhealthy for Sensitive Groups
2021-07-15,37.2,105,Unhealthy for Sensitive Groups
2021-07-16,31.6,92,Moderate
2021-07-16,24.4,76,Moderate
2021-07-16,30.5,89,Moderate
2021-07-16,51.2,139,Unhealthy for Sensitive Groups
2021-07-16,55.4,150,Unhealthy for Sensitive Groups
2021-07-16,59.5,153,Unhealthy
2021-07-16,68,157,Unhealthy
2021-07-16,71,159,Unhealthy
2021-07-16,64.2,155,Unhealthy
2021-07-16,56.7,151,Unhealthy
2021-07-16,51.2,139,Unhealthy for Sensitive Groups
2021-07-16,39.1,109,Unhealthy for Sensitive Groups
2021-07-16,27.1,82,Moderate
2021-07-16,22.8,73,Moderate
2021-07-16,24.3,76,Moderate
2021-07-16,25.5,79,Moderate
2021-07-16,21,69,Moderate
2021-07-16,22.9,73,Moderate
2021-07-16,27.5,83,Moderate
2021-07-16,29.8,88,Moderate
2021-07-16,25.6,79,Moderate
2021-07-16,23.8,75,Moderate
2021-07-16,23.5,74,Moderate
2021-07-16,24.7,77,Moderate
2021-07-17,25.9,80,Moderate
2021-07-17,35.4,100,Moderate
2021-07-17,76.3,161,Unhealthy
2021-07-17,90,168,Unhealthy
2021-07-17,77.3,162,Unhealthy
2021-07-17,76,161,Unhealthy
2021-07-17,69,157,Unhealthy
2021-07-17,65.2,156,Unhealthy
2021-07-17,58.1,152,Unhealthy
2021-07-17,54,146,Unhealthy for Sensitive Groups
2021-07-17,62.6,154,Unhealthy
2021-07-17,58.8,152,Unhealthy
2021-07-17,50.9,138,Unhealthy for Sensitive Groups
2021-07-17,54,146,Unhealthy for Sensitive Groups
2021-07-17,59,152,Unhealthy
2021-07-17,55,149,Unhealthy for Sensitive Groups
2021-07-17,53.6,145,Unhealthy for Sensitive Groups
2021-07-17,48.2,132,Unhealthy for Sensitive Groups
2021-07-17,45.3,125,Unhealthy for Sensitive Groups
2021-07-17,46.6,128,Unhealthy for Sensitive Groups
2021-07-17,36.7,103,Unhealthy for Sensitive Groups
2021-07-17,27,82,Moderate
2021-07-17,24.8,77,Moderate
2021-07-17,31.2,91,Moderate
2021-07-18,33.4,95,Moderate
2021-07-18,21,69,Moderate
2021-07-18,21.4,70,Moderate
2021-07-18,19.4,66,Moderate
2021-07-18,19.9,67,Moderate
2021-07-18,21.8,71,Moderate
2021-07-18,25.1,78,Moderate
2021-07-18,48.4,132,Unhealthy for Sensitive Groups
2021-07-18,59.1,152,Unhealthy
2021-07-18,79.8,163,Unhealthy
2021-07-18,64.5,155,Unhealthy
2021-07-18,53.5,145,Unhealthy for Sensitive Groups
2021-07-18,46.9,129,Unhealthy for Sensitive Groups
2021-07-18,42.3,117,Unhealthy for Sensitive Groups
2021-07-18,43.4,120,Unhealthy for Sensitive Groups
2021-07-18,42.2,117,Unhealthy for Sensitive Groups
2021-07-18,46,126,Unhealthy for Sensitive Groups
2021-07-18,48.8,133,Unhealthy for Sensitive Groups
2021-07-18,45.3,125,Unhealthy for Sensitive Groups
2021-07-18,47.5,130,Unhealthy for Sensitive Groups
2021-07-18,32,92,Moderate
2021-07-18,22.7,73,Moderate
2021-07-18,20.5,68,Moderate
2021-07-18,20.8,69,Moderate
2021-07-19,18.1,63,Moderate
2021-07-19,16.6,60,Moderate
2021-07-19,16.4,60,Moderate
2021-07-19,18.3,64,Moderate
2021-07-19,20.6,68,Moderate
2021-07-19,75.2,161,Unhealthy
2021-07-19,85.1,166,Unhealthy
2021-07-19,65.9,156,Unhealthy
2021-07-19,49.4,135,Unhealthy for Sensitive Groups
2021-07-19,39.8,111,Unhealthy for Sensitive Groups
2021-07-19,33.5,96,Moderate
2021-07-19,27.8,84,Moderate
2021-07-19,25,78,Moderate
2021-07-19,23.3,74,Moderate
2021-07-19,21.4,70,Moderate
2021-07-19,19.6,66,Moderate
2021-07-19,20.7,69,Moderate
2021-07-19,,,No Data
2021-07-19,,,No Data
2021-07-19,,,No Data
2021-07-19,,,No Data
2021-07-19,,,No Data
2021-07-19,,,No Data
2021-07-19,,,No Data
2021-07-20,,,No Data
2021-07-20,,,No Data
2021-07-20,,,No Data
2021-07-20,28.6,85,Moderate
2021-07-20,31.4,91,Moderate
2021-07-20,32.6,94,Moderate
2021-07-20,36.4,103,Unhealthy for Sensitive Groups
2021-07-20,31.3,91,Moderate
2021-07-20,27,82,Moderate
2021-07-20,23.2,74,Moderate
2021-07-20,22.3,72,Moderate
2021-07-20,19.6,66,Moderate
2021-07-20,17.8,62,Moderate
2021-07-20,16.7,60,Moderate
2021-07-20,15.7,58,Moderate
2021-07-20,15.5,58,Moderate
2021-07-20,15.6,58,Moderate
2021-07-20,16.8,60,Moderate
2021-07-20,17.3,61,Moderate
2021-07-20,17.8,62,Moderate
2021-07-20,22.2,72,Moderate
2021-07-20,26.5,81,Moderate
2021-07-20,26.9,82,Moderate
2021-07-20,28.6,85,Moderate
2021-07-21,28.7,85,Moderate
2021-07-21,27.6,83,Moderate
2021-07-21,24.6,77,Moderate
2021-07-21,25.5,79,Moderate
2021-07-21,19.1,65,Moderate
2021-07-21,12.8,52,Moderate
2021-07-21,14.6,56,Moderate
2021-07-21,15.3,57,Moderate
2021-07-21,15.7,58,Moderate
2021-07-21,17,61,Moderate
2021-07-21,16.8,60,Moderate
2021-07-21,16.1,59,Moderate
2021-07-21,14.2,55,Moderate
2021-07-21,12.7,52,Moderate
2021-07-21,12.5,51,Moderate
2021-07-21,12,50,Good
2021-07-21,11.2,46,Good
2021-07-21,11,45,Good
2021-07-21,11.1,46,Good
2021-07-21,11,45,Good
2021-07-21,12.1,51,Moderate
2021-07-21,11.6,48,Good
2021-07-21,12.5,51,Moderate
2021-07-21,15.4,57,Moderate
2021-07-22,14.6,56,Moderate
2021-07-22,14.5,56,Moderate
2021-07-22,14.2,55,Moderate
2021-07-22,13.5,53,Moderate
2021-07-22,14.3,55,Moderate
2021-07-22,13.7,54,Moderate
2021-07-22,13.4,53,Moderate
2021-07-22,26.7,81,Moderate
2021-07-22,14.6,56,Moderate
2021-07-22,15.4,57,Moderate
2021-07-22,18.8,65,Moderate
2021-07-22,14.6,56,Moderate
2021-07-22,15.4,57,Moderate
2021-07-22,18.6,64,Moderate
2021-07-22,17.2,61,Moderate
2021-07-22,18.2,63,Moderate
2021-07-22,17.2,61,Moderate
2021-07-22,15,57,Moderate
2021-07-22,17.1,61,Moderate
